Concentration,Time_min,RFU_Interpolated,Concentration [μM]
50.0 ug/mL,11.72,12361800.0,50.0
50.0 ug/mL,11.74,12361800.0,50.0
50.0 ug/mL,11.76,12361800.0,50.0
50.0 ug/mL,11.78,12361800.0,50.0
50.0 ug/mL,11.8,12361800.0,50.0
50.0 ug/mL,11.82,12361800.0,50.0
50.0 ug/mL,11.84,12361800.0,50.0
50.0 ug/mL,11.86,12361800.0,50.0
50.0 ug/mL,11.88,12361800.0,50.0
50.0 ug/mL,11.9,12361800.0,50.0
50.0 ug/mL,11.92,12361800.0,50.0
50.0 ug/mL,11.94,12361800.0,50.0
50.0 ug/mL,11.96,12361800.0,50.0
50.0 ug/mL,11.98,12361800.0,50.0
50.0 ug/mL,12.0,12361800.0,50.0
50.0 ug/mL,12.02,12361800.0,50.0
50.0 ug/mL,12.040000000000001,12361800.0,50.0
50.0 ug/mL,12.06,12361800.0,50.0
50.0 ug/mL,12.08,12361800.0,50.0
50.0 ug/mL,12.1,12361800.0,50.0
50.0 ug/mL,12.120000000000001,12361800.0,50.0
50.0 ug/mL,12.14,12361800.0,50.0
50.0 ug/mL,12.16,12361800.0,50.0
50.0 ug/mL,12.18,12361800.0,50.0
50.0 ug/mL,12.200000000000001,12361800.0,50.0
50.0 ug/mL,12.22,12361800.0,50.0
50.0 ug/mL,12.24,12361800.0,50.0
50.0 ug/mL,12.26,12361800.0,50.0
50.0 ug/mL,12.280000000000001,12361800.0,50.0
50.0 ug/mL,12.3,12361800.0,50.0
50.0 ug/mL,12.32,12361800.0,50.0
50.0 ug/mL,12.34,12361800.0,50.0
50.0 ug/mL,12.36,12361800.0,50.0
50.0 ug/mL,12.38,12361800.0,50.0
50.0 ug/mL,12.4,12361800.0,50.0
50.0 ug/mL,12.42,12361800.0,50.0
50.0 ug/mL,12.44,12361800.0,50.0
50.0 ug/mL,12.46,12361800.0,50.0
50.0 ug/mL,12.48,12361800.0,50.0
50.0 ug/mL,12.5,12361800.0,50.0
50.0 ug/mL,12.52,12361800.0,50.0
50.0 ug/mL,12.540000000000001,12361800.0,50.0
50.0 ug/mL,12.56,12361800.0,50.0
50.0 ug/mL,12.58,12361800.0,50.0
50.0 ug/mL,12.6,12361800.0,50.0
50.0 ug/mL,12.620000000000001,12361800.0,50.0
50.0 ug/mL,12.64,12361800.0,50.0
50.0 ug/mL,12.66,12361800.0,50.0
50.0 ug/mL,12.68,12361800.0,50.0
50.0 ug/mL,12.700000000000001,12361800.0,50.0
50.0 ug/mL,12.72,12361800.0,50.0
50.0 ug/mL,12.74,12361800.0,50.0
50.0 ug/mL,12.76,12361800.0,50.0
50.0 ug/mL,12.780000000000001,12361800.0,50.0
50.0 ug/mL,12.8,12361800.0,50.0
50.0 ug/mL,12.82,12361800.0,50.0
50.0 ug/mL,12.84,12361800.0,50.0
50.0 ug/mL,12.86,12361800.0,50.0
50.0 ug/mL,12.88,12361800.0,50.0
50.0 ug/mL,12.9,12361800.0,50.0
50.0 ug/mL,12.92,12361800.0,50.0
50.0 ug/mL,12.94,12361800.0,50.0
50.0 ug/mL,12.96,12361800.0,50.0
50.0 ug/mL,12.98,12361800.0,50.0
50.0 ug/mL,13.0,12361800.0,50.0
50.0 ug/mL,13.02,12361800.0,50.0
50.0 ug/mL,13.040000000000001,12361800.0,50.0
50.0 ug/mL,13.06,12361800.0,50.0
50.0 ug/mL,13.08,12361800.0,50.0
50.0 ug/mL,13.1,12361800.0,50.0
50.0 ug/mL,13.120000000000001,12361800.0,50.0
50.0 ug/mL,13.14,12361800.0,50.0
50.0 ug/mL,13.16,12361800.0,50.0
50.0 ug/mL,13.18,12361800.0,50.0
50.0 ug/mL,13.200000000000001,12361800.0,50.0
50.0 ug/mL,13.22,12361800.0,50.0
50.0 ug/mL,13.24,12361800.0,50.0
50.0 ug/mL,13.26,12361800.0,50.0
50.0 ug/mL,13.280000000000001,12361800.0,50.0
50.0 ug/mL,13.3,12361800.0,50.0
50.0 ug/mL,13.32,12361800.0,50.0
50.0 ug/mL,13.34,12361800.0,50.0
50.0 ug/mL,13.36,12361800.0,50.0
50.0 ug/mL,13.38,12361800.0,50.0
50.0 ug/mL,13.4,12361800.0,50.0
50.0 ug/mL,13.42,12361800.0,50.0
50.0 ug/mL,13.44,12361800.0,50.0
50.0 ug/mL,13.46,12361800.0,50.0
50.0 ug/mL,13.48,12361800.0,50.0
50.0 ug/mL,13.5,12361800.0,50.0
50.0 ug/mL,13.52,12361800.0,50.0
50.0 ug/mL,13.540000000000001,12361800.0,50.0
50.0 ug/mL,13.56,12361800.0,50.0
50.0 ug/mL,13.58,12361800.0,50.0
50.0 ug/mL,13.6,12361800.0,50.0
50.0 ug/mL,13.620000000000001,12361800.0,50.0
50.0 ug/mL,13.64,12361800.0,50.0
50.0 ug/mL,13.66,12361800.0,50.0
50.0 ug/mL,13.68,12361800.0,50.0
50.0 ug/mL,13.700000000000001,12361800.0,50.0
50.0 ug/mL,13.72,12361800.0,50.0
50.0 ug/mL,13.74,12361800.0,50.0
50.0 ug/mL,13.76,12361800.0,50.0
50.0 ug/mL,13.780000000000001,12361800.0,50.0
50.0 ug/mL,13.8,12361800.0,50.0
50.0 ug/mL,13.82,12361800.0,50.0
50.0 ug/mL,13.84,12361800.0,50.0
50.0 ug/mL,13.86,12361800.0,50.0
50.0 ug/mL,13.88,12361800.0,50.0
50.0 ug/mL,13.9,12361800.0,50.0
50.0 ug/mL,13.92,12361800.0,50.0
50.0 ug/mL,13.94,12361800.0,50.0
50.0 ug/mL,13.96,12361800.0,50.0
50.0 ug/mL,13.98,12361800.0,50.0
50.0 ug/mL,14.0,12361800.0,50.0
50.0 ug/mL,14.02,12361800.0,50.0
50.0 ug/mL,14.040000000000001,12361800.0,50.0
50.0 ug/mL,14.06,12361800.0,50.0
50.0 ug/mL,14.08,12361800.0,50.0
50.0 ug/mL,14.1,12361800.0,50.0
50.0 ug/mL,14.120000000000001,12361800.0,50.0
50.0 ug/mL,14.14,12361800.0,50.0
50.0 ug/mL,14.16,12361800.0,50.0
50.0 ug/mL,14.18,12361800.0,50.0
50.0 ug/mL,14.200000000000001,12361800.0,50.0
50.0 ug/mL,14.22,12361800.0,50.0
50.0 ug/mL,14.24,12361800.0,50.0
50.0 ug/mL,14.26,12361800.0,50.0
50.0 ug/mL,14.280000000000001,12361800.0,50.0
50.0 ug/mL,14.3,12361800.0,50.0
50.0 ug/mL,14.32,12361800.0,50.0
50.0 ug/mL,14.34,12361800.0,50.0
50.0 ug/mL,14.36,12361800.0,50.0
50.0 ug/mL,14.38,12361800.0,50.0
50.0 ug/mL,14.4,12361800.0,50.0
50.0 ug/mL,14.42,12361800.0,50.0
50.0 ug/mL,14.44,12361800.0,50.0
50.0 ug/mL,14.46,12361800.0,50.0
50.0 ug/mL,14.48,12361800.0,50.0
50.0 ug/mL,14.5,12361800.0,50.0
50.0 ug/mL,14.52,12361800.0,50.0
50.0 ug/mL,14.540000000000001,12361800.0,50.0
50.0 ug/mL,14.56,12361800.0,50.0
50.0 ug/mL,14.58,12361800.0,50.0
50.0 ug/mL,14.6,12361800.0,50.0
50.0 ug/mL,14.620000000000001,12361800.0,50.0
50.0 ug/mL,14.64,12361800.0,50.0
50.0 ug/mL,14.66,12361800.0,50.0
50.0 ug/mL,14.68,12361800.0,50.0
50.0 ug/mL,14.700000000000001,12361800.0,50.0
50.0 ug/mL,14.72,12361800.0,50.0
50.0 ug/mL,14.74,12361800.0,50.0
50.0 ug/mL,14.76,12361800.0,50.0
50.0 ug/mL,14.780000000000001,12361800.0,50.0
50.0 ug/mL,14.8,12361800.0,50.0
50.0 ug/mL,14.82,12361800.0,50.0
50.0 ug/mL,14.84,12361800.0,50.0
50.0 ug/mL,14.86,12361800.0,50.0
50.0 ug/mL,14.88,12361800.0,50.0
50.0 ug/mL,14.9,12361800.0,50.0
50.0 ug/mL,14.92,12361800.0,50.0
50.0 ug/mL,14.94,12361800.0,50.0
50.0 ug/mL,14.96,12361800.0,50.0
50.0 ug/mL,14.98,12361800.0,50.0
50.0 ug/mL,15.0,12361800.0,50.0
50.0 ug/mL,15.02,12361800.0,50.0
50.0 ug/mL,15.040000000000001,12361800.0,50.0
50.0 ug/mL,15.06,12361800.0,50.0
50.0 ug/mL,15.08,12361800.0,50.0
50.0 ug/mL,15.1,12361800.0,50.0
50.0 ug/mL,15.120000000000001,12361800.0,50.0
50.0 ug/mL,15.14,12361800.0,50.0
50.0 ug/mL,15.16,12361800.0,50.0
50.0 ug/mL,15.18,12361800.0,50.0
50.0 ug/mL,15.200000000000001,12361800.0,50.0
50.0 ug/mL,15.22,12361800.0,50.0
50.0 ug/mL,15.24,12361800.0,50.0
50.0 ug/mL,15.26,12361800.0,50.0
50.0 ug/mL,15.280000000000001,12361800.0,50.0
50.0 ug/mL,15.3,12361800.0,50.0
50.0 ug/mL,15.32,12361800.0,50.0
50.0 ug/mL,15.34,12361800.0,50.0
50.0 ug/mL,15.36,12361800.0,50.0
50.0 ug/mL,15.38,12361800.0,50.0
50.0 ug/mL,15.4,12361800.0,50.0
50.0 ug/mL,15.42,12361800.0,50.0
50.0 ug/mL,15.44,12361800.0,50.0
50.0 ug/mL,15.46,12361800.0,50.0
50.0 ug/mL,15.48,12361800.0,50.0
50.0 ug/mL,15.5,12361800.0,50.0
50.0 ug/mL,15.52,12361800.0,50.0
50.0 ug/mL,15.540000000000001,12361800.0,50.0
50.0 ug/mL,15.56,12361800.0,50.0
50.0 ug/mL,15.58,12361800.0,50.0
50.0 ug/mL,15.6,12361800.0,50.0
50.0 ug/mL,15.620000000000001,12361800.0,50.0
50.0 ug/mL,15.64,12361800.0,50.0
50.0 ug/mL,15.66,12361800.0,50.0
50.0 ug/mL,15.68,12361800.0,50.0
50.0 ug/mL,15.700000000000001,12361800.0,50.0
50.0 ug/mL,15.72,12361800.0,50.0
50.0 ug/mL,15.74,12361800.0,50.0
50.0 ug/mL,15.76,12361800.0,50.0
50.0 ug/mL,15.780000000000001,12361800.0,50.0
50.0 ug/mL,15.8,12361800.0,50.0
50.0 ug/mL,15.82,12361800.0,50.0
50.0 ug/mL,15.84,12361800.0,50.0
50.0 ug/mL,15.860000000000001,12361800.0,50.0
50.0 ug/mL,15.88,12361800.0,50.0
50.0 ug/mL,15.9,12361800.0,50.0
50.0 ug/mL,15.92,12361800.0,50.0
50.0 ug/mL,15.94,12361800.0,50.0
50.0 ug/mL,15.96,12361800.0,50.0
50.0 ug/mL,15.98,12361800.0,50.0
50.0 ug/mL,16.0,12361800.0,50.0
50.0 ug/mL,16.02,12361800.0,50.0
50.0 ug/mL,16.04,12361800.0,50.0
50.0 ug/mL,16.06,12361800.0,50.0
50.0 ug/mL,16.080000000000002,12361800.0,50.0
50.0 ug/mL,16.1,12361800.0,50.0
50.0 ug/mL,16.12,12361800.0,50.0
50.0 ug/mL,16.14,12361800.0,50.0
50.0 ug/mL,16.16,12361800.0,50.0
50.0 ug/mL,16.18,12361800.0,50.0
50.0 ug/mL,16.2,12361800.0,50.0
50.0 ug/mL,16.22,12361800.0,50.0
50.0 ug/mL,16.240000000000002,12361800.0,50.0
50.0 ug/mL,16.26,12361800.0,50.0
50.0 ug/mL,16.28,12361800.0,50.0
50.0 ug/mL,16.3,12361800.0,50.0
50.0 ug/mL,16.32,12361800.0,50.0
50.0 ug/mL,16.34,12361800.0,50.0
50.0 ug/mL,16.36,12361800.0,50.0
50.0 ug/mL,16.38,12361800.0,50.0
50.0 ug/mL,16.4,12361800.0,50.0
50.0 ug/mL,16.42,12361800.0,50.0
50.0 ug/mL,16.44,12361800.0,50.0
50.0 ug/mL,16.46,12361800.0,50.0
50.0 ug/mL,16.48,12361800.0,50.0
50.0 ug/mL,16.5,12361800.0,50.0
50.0 ug/mL,16.52,12361800.0,50.0
50.0 ug/mL,16.54,12361800.0,50.0
50.0 ug/mL,16.56,12361800.0,50.0
50.0 ug/mL,16.580000000000002,12361800.0,50.0
50.0 ug/mL,16.6,12361800.0,50.0
50.0 ug/mL,16.62,12361800.0,50.0
50.0 ug/mL,16.64,12361800.0,50.0
50.0 ug/mL,16.66,12361800.0,50.0
50.0 ug/mL,16.68,12361800.0,50.0
50.0 ug/mL,16.7,12361800.0,50.0
50.0 ug/mL,16.72,12361800.0,50.0
50.0 ug/mL,16.740000000000002,12361800.0,50.0
50.0 ug/mL,16.76,12361800.0,50.0
50.0 ug/mL,16.78,12361800.0,50.0
50.0 ug/mL,16.8,12361800.0,50.0
50.0 ug/mL,16.82,12361800.0,50.0
50.0 ug/mL,16.84,12361800.0,50.0
50.0 ug/mL,16.86,12361800.0,50.0
50.0 ug/mL,16.88,12361800.0,50.0
50.0 ug/mL,16.9,12361800.0,50.0
50.0 ug/mL,16.92,12361800.0,50.0
50.0 ug/mL,16.94,12361800.0,50.0
50.0 ug/mL,16.96,12361800.0,50.0
50.0 ug/mL,16.98,12361800.0,50.0
50.0 ug/mL,17.0,12361800.0,50.0
50.0 ug/mL,17.02,12361800.0,50.0
50.0 ug/mL,17.04,12361800.0,50.0
50.0 ug/mL,17.06,12361800.0,50.0
50.0 ug/mL,17.080000000000002,12361800.0,50.0
50.0 ug/mL,17.1,12361800.0,50.0
50.0 ug/mL,17.12,12361800.0,50.0
50.0 ug/mL,17.14,12361800.0,50.0
50.0 ug/mL,17.16,12361800.0,50.0
50.0 ug/mL,17.18,12361800.0,50.0
50.0 ug/mL,17.2,12361800.0,50.0
50.0 ug/mL,17.22,12361800.0,50.0
50.0 ug/mL,17.240000000000002,12361800.0,50.0
50.0 ug/mL,17.26,12361800.0,50.0
50.0 ug/mL,17.28,12361800.0,50.0
50.0 ug/mL,17.3,12361800.0,50.0
50.0 ug/mL,17.32,12361800.0,50.0
50.0 ug/mL,17.34,12361800.0,50.0
50.0 ug/mL,17.36,12361800.0,50.0
50.0 ug/mL,17.38,12361800.0,50.0
50.0 ug/mL,17.400000000000002,12361800.0,50.0
50.0 ug/mL,17.42,12361800.0,50.0
50.0 ug/mL,17.44,12361800.0,50.0
50.0 ug/mL,17.46,12361800.0,50.0
50.0 ug/mL,17.48,12361800.0,50.0
50.0 ug/mL,17.5,12361800.0,50.0
50.0 ug/mL,17.52,12361800.0,50.0
50.0 ug/mL,17.54,12361800.0,50.0
50.0 ug/mL,17.56,12361800.0,50.0
50.0 ug/mL,17.580000000000002,12361800.0,50.0
50.0 ug/mL,17.6,12361800.0,50.0
50.0 ug/mL,17.62,12361800.0,50.0
50.0 ug/mL,17.64,12361800.0,50.0
50.0 ug/mL,17.66,12361800.0,50.0
50.0 ug/mL,17.68,12361800.0,50.0
50.0 ug/mL,17.7,12361800.0,50.0
50.0 ug/mL,17.72,12361800.0,50.0
50.0 ug/mL,17.740000000000002,12361800.0,50.0
50.0 ug/mL,17.76,12361800.0,50.0
50.0 ug/mL,17.78,12361800.0,50.0
50.0 ug/mL,17.8,12361800.0,50.0
50.0 ug/mL,17.82,12361800.0,50.0
50.0 ug/mL,17.84,12361800.0,50.0
50.0 ug/mL,17.86,12361800.0,50.0
50.0 ug/mL,17.88,12361800.0,50.0
50.0 ug/mL,17.900000000000002,12361800.0,50.0
50.0 ug/mL,17.92,12361800.0,50.0
50.0 ug/mL,17.94,12361800.0,50.0
50.0 ug/mL,17.96,12361800.0,50.0
50.0 ug/mL,17.98,12361800.0,50.0
50.0 ug/mL,18.0,12361800.0,50.0
50.0 ug/mL,18.02,12361800.0,50.0
50.0 ug/mL,18.04,12361800.0,50.0
50.0 ug/mL,18.06,12361800.0,50.0
50.0 ug/mL,18.080000000000002,12361800.0,50.0
50.0 ug/mL,18.1,12361800.0,50.0
50.0 ug/mL,18.12,12361800.0,50.0
50.0 ug/mL,18.14,12361800.0,50.0
50.0 ug/mL,18.16,12361800.0,50.0
50.0 ug/mL,18.18,12361800.0,50.0
50.0 ug/mL,18.2,12361800.0,50.0
50.0 ug/mL,18.22,12361800.0,50.0
50.0 ug/mL,18.240000000000002,12361800.0,50.0
50.0 ug/mL,18.26,12361800.0,50.0
50.0 ug/mL,18.28,12361800.0,50.0
50.0 ug/mL,18.3,12361800.0,50.0
50.0 ug/mL,18.32,12361800.0,50.0
50.0 ug/mL,18.34,12361800.0,50.0
50.0 ug/mL,18.36,12361800.0,50.0
50.0 ug/mL,18.38,12361800.0,50.0
50.0 ug/mL,18.400000000000002,12361800.0,50.0
50.0 ug/mL,18.42,12361800.0,50.0
50.0 ug/mL,18.44,12361800.0,50.0
50.0 ug/mL,18.46,12361800.0,50.0
50.0 ug/mL,18.48,12361800.0,50.0
50.0 ug/mL,18.5,12361800.0,50.0
50.0 ug/mL,18.52,12361800.0,50.0
50.0 ug/mL,18.54,12361800.0,50.0
50.0 ug/mL,18.56,12361800.0,50.0
50.0 ug/mL,18.580000000000002,12361800.0,50.0
50.0 ug/mL,18.6,12361800.0,50.0
50.0 ug/mL,18.62,12361800.0,50.0
50.0 ug/mL,18.64,12361800.0,50.0
50.0 ug/mL,18.66,12361800.0,50.0
50.0 ug/mL,18.68,12361800.0,50.0
50.0 ug/mL,18.7,12361800.0,50.0
50.0 ug/mL,18.72,12361800.0,50.0
50.0 ug/mL,18.740000000000002,12361800.0,50.0
50.0 ug/mL,18.76,12361800.0,50.0
50.0 ug/mL,18.78,12361800.0,50.0
50.0 ug/mL,18.8,12361800.0,50.0
50.0 ug/mL,18.82,12361800.0,50.0
50.0 ug/mL,18.84,12361800.0,50.0
50.0 ug/mL,18.86,12361800.0,50.0
50.0 ug/mL,18.88,12361800.0,50.0
50.0 ug/mL,18.900000000000002,12361800.0,50.0
50.0 ug/mL,18.92,12361800.0,50.0
50.0 ug/mL,18.94,12361800.0,50.0
50.0 ug/mL,18.96,12361800.0,50.0
50.0 ug/mL,18.98,12361800.0,50.0
50.0 ug/mL,19.0,12361800.0,50.0
50.0 ug/mL,19.02,12361800.0,50.0
50.0 ug/mL,19.04,12361800.0,50.0
50.0 ug/mL,19.06,12361800.0,50.0
50.0 ug/mL,19.080000000000002,12361800.0,50.0
50.0 ug/mL,19.1,12361800.0,50.0
50.0 ug/mL,19.12,12361800.0,50.0
50.0 ug/mL,19.14,12361800.0,50.0
50.0 ug/mL,19.16,12361800.0,50.0
50.0 ug/mL,19.18,12361800.0,50.0
50.0 ug/mL,19.2,12361800.0,50.0
50.0 ug/mL,19.22,12361800.0,50.0
50.0 ug/mL,19.240000000000002,12361800.0,50.0
50.0 ug/mL,19.26,12361800.0,50.0
50.0 ug/mL,19.28,12361800.0,50.0
50.0 ug/mL,19.3,12361800.0,50.0
50.0 ug/mL,19.32,12361800.0,50.0
50.0 ug/mL,19.34,12361800.0,50.0
50.0 ug/mL,19.36,12361800.0,50.0
50.0 ug/mL,19.38,12361800.0,50.0
50.0 ug/mL,19.400000000000002,12361800.0,50.0
50.0 ug/mL,19.42,12361800.0,50.0
50.0 ug/mL,19.44,12361800.0,50.0
50.0 ug/mL,19.46,12361800.0,50.0
50.0 ug/mL,19.48,12361800.0,50.0
50.0 ug/mL,19.5,12361800.0,50.0
50.0 ug/mL,19.52,12361800.0,50.0
50.0 ug/mL,19.54,12361800.0,50.0
50.0 ug/mL,19.56,12361800.0,50.0
50.0 ug/mL,19.580000000000002,12361800.0,50.0
50.0 ug/mL,19.6,12361800.0,50.0
50.0 ug/mL,19.62,12361800.0,50.0
50.0 ug/mL,19.64,12361800.0,50.0
50.0 ug/mL,19.66,12361800.0,50.0
50.0 ug/mL,19.68,12361800.0,50.0
50.0 ug/mL,19.7,12361800.0,50.0
50.0 ug/mL,19.72,12361800.0,50.0
50.0 ug/mL,19.740000000000002,12361800.0,50.0
50.0 ug/mL,19.76,12361800.0,50.0
50.0 ug/mL,19.78,12361800.0,50.0
50.0 ug/mL,19.8,12361800.0,50.0
50.0 ug/mL,19.82,12361800.0,50.0
50.0 ug/mL,19.84,12361800.0,50.0
50.0 ug/mL,19.86,12361800.0,50.0
50.0 ug/mL,19.88,12361800.0,50.0
50.0 ug/mL,19.900000000000002,12361800.0,50.0
50.0 ug/mL,19.92,12361800.0,50.0
50.0 ug/mL,19.94,12361800.0,50.0
50.0 ug/mL,19.96,12361800.0,50.0
50.0 ug/mL,19.98,12361800.0,50.0
50.0 ug/mL,20.0,12361800.0,50.0
80.0 ug/mL,0.0,14060200.0,80.0
80.0 ug/mL,0.02,14060200.0,80.0
80.0 ug/mL,0.04,14060200.0,80.0
80.0 ug/mL,0.06,14060200.0,80.0
80.0 ug/mL,0.08,14060200.0,80.0
80.0 ug/mL,0.1,14060200.0,80.0
80.0 ug/mL,0.12,14060200.0,80.0
80.0 ug/mL,0.14,14060200.0,80.0
80.0 ug/mL,0.16,14060200.0,80.0
80.0 ug/mL,0.18,14060200.0,80.0
80.0 ug/mL,0.2,14060200.0,80.0
80.0 ug/mL,0.22,14060200.0,80.0
80.0 ug/mL,0.24,14060200.0,80.0
80.0 ug/mL,0.26,14060200.0,80.0
80.0 ug/mL,0.28,14060200.0,80.0
80.0 ug/mL,0.3,14060200.0,80.0
80.0 ug/mL,0.32,14060200.0,80.0
80.0 ug/mL,0.34,14060200.0,80.0
80.0 ug/mL,0.36,14060200.0,80.0
80.0 ug/mL,0.38,14060200.0,80.0
80.0 ug/mL,0.4,14060200.0,80.0
80.0 ug/mL,0.42,14060200.0,80.0
80.0 ug/mL,0.44,14060200.0,80.0
80.0 ug/mL,0.46,14060200.0,80.0
80.0 ug/mL,0.48,14060200.0,80.0
80.0 ug/mL,0.5,14060200.0,80.0
80.0 ug/mL,0.52,14060200.0,80.0
80.0 ug/mL,0.54,14060200.0,80.0
80.0 ug/mL,0.56,14060200.0,80.0
80.0 ug/mL,0.58,14060200.0,80.0
80.0 ug/mL,0.6,14060200.0,80.0
80.0 ug/mL,0.62,14060200.0,80.0
80.0 ug/mL,0.64,14060200.0,80.0
80.0 ug/mL,0.66,14060200.0,80.0
80.0 ug/mL,0.68,14060200.0,80.0
80.0 ug/mL,0.7000000000000001,14060200.0,80.0
80.0 ug/mL,0.72,14060200.0,80.0
80.0 ug/mL,0.74,14060200.0,80.0
80.0 ug/mL,0.76,14060200.0,80.0
80.0 ug/mL,0.78,14060200.0,80.0
80.0 ug/mL,0.8,14060200.0,80.0
80.0 ug/mL,0.8200000000000001,14060200.0,80.0
80.0 ug/mL,0.84,14060200.0,80.0
80.0 ug/mL,0.86,14060200.0,80.0
80.0 ug/mL,0.88,14060200.0,80.0
80.0 ug/mL,0.9,14060200.0,80.0
80.0 ug/mL,0.92,14060200.0,80.0
80.0 ug/mL,0.9400000000000001,14060200.0,80.0
80.0 ug/mL,0.96,14060200.0,80.0
80.0 ug/mL,0.98,14060200.0,80.0
80.0 ug/mL,1.0,14060200.0,80.0
80.0 ug/mL,1.02,14060200.0,80.0
80.0 ug/mL,1.04,14060200.0,80.0
80.0 ug/mL,1.06,14060200.0,80.0
80.0 ug/mL,1.08,14060200.0,80.0
80.0 ug/mL,1.1,14060200.0,80.0
80.0 ug/mL,1.12,14060200.0,80.0
80.0 ug/mL,1.1400000000000001,14060200.0,80.0
80.0 ug/mL,1.16,14060200.0,80.0
80.0 ug/mL,1.18,14060200.0,80.0
80.0 ug/mL,1.2,14060200.0,80.0
80.0 ug/mL,1.22,14060200.0,80.0
80.0 ug/mL,1.24,14060200.0,80.0
80.0 ug/mL,1.26,14060200.0,80.0
80.0 ug/mL,1.28,14060200.0,80.0
80.0 ug/mL,1.3,14060200.0,80.0
80.0 ug/mL,1.32,14060200.0,80.0
80.0 ug/mL,1.34,14060200.0,80.0
80.0 ug/mL,1.36,14060200.0,80.0
80.0 ug/mL,1.3800000000000001,14060200.0,80.0
80.0 ug/mL,1.4000000000000001,14060200.0,80.0
80.0 ug/mL,1.42,14060200.0,80.0
80.0 ug/mL,1.44,14060200.0,80.0
80.0 ug/mL,1.46,14060200.0,80.0
80.0 ug/mL,1.48,14060200.0,80.0
80.0 ug/mL,1.5,14060200.0,80.0
80.0 ug/mL,1.52,14060200.0,80.0
80.0 ug/mL,1.54,14060200.0,80.0
80.0 ug/mL,1.56,14060200.0,80.0
80.0 ug/mL,1.58,14060200.0,80.0
80.0 ug/mL,1.6,14060200.0,80.0
80.0 ug/mL,1.62,14060200.0,80.0
80.0 ug/mL,1.6400000000000001,14060200.0,80.0
80.0 ug/mL,1.6600000000000001,14060200.0,80.0
80.0 ug/mL,1.68,14060200.0,80.0
80.0 ug/mL,1.7,14060200.0,80.0
80.0 ug/mL,1.72,14060200.0,80.0
80.0 ug/mL,1.74,14060200.0,80.0
80.0 ug/mL,1.76,14060200.0,80.0
80.0 ug/mL,1.78,14060200.0,80.0
80.0 ug/mL,1.8,14060200.0,80.0
80.0 ug/mL,1.82,14060200.0,80.0
80.0 ug/mL,1.84,14060200.0,80.0
80.0 ug/mL,1.86,14060200.0,80.0
80.0 ug/mL,1.8800000000000001,14060200.0,80.0
80.0 ug/mL,1.9000000000000001,14060200.0,80.0
80.0 ug/mL,1.92,14060200.0,80.0
80.0 ug/mL,1.94,14060200.0,80.0
80.0 ug/mL,1.96,14060200.0,80.0
80.0 ug/mL,1.98,14060200.0,80.0
80.0 ug/mL,2.0,14060200.0,80.0
80.0 ug/mL,2.02,14060200.0,80.0
80.0 ug/mL,2.04,14060200.0,80.0
80.0 ug/mL,2.06,14060200.0,80.0
80.0 ug/mL,2.08,14060200.0,80.0
80.0 ug/mL,2.1,14060200.0,80.0
80.0 ug/mL,2.12,14060200.0,80.0
80.0 ug/mL,2.14,14060200.0,80.0
80.0 ug/mL,2.16,14060200.0,80.0
80.0 ug/mL,2.18,14060200.0,80.0
80.0 ug/mL,2.2,14060200.0,80.0
80.0 ug/mL,2.22,14060200.0,80.0
80.0 ug/mL,2.24,14060200.0,80.0
80.0 ug/mL,2.2600000000000002,14060200.0,80.0
80.0 ug/mL,2.2800000000000002,14060200.0,80.0
80.0 ug/mL,2.3000000000000003,14060200.0,80.0
80.0 ug/mL,2.32,14060200.0,80.0
80.0 ug/mL,2.34,14060200.0,80.0
80.0 ug/mL,2.36,14060200.0,80.0
80.0 ug/mL,2.38,14060200.0,80.0
80.0 ug/mL,2.4,14060200.0,80.0
80.0 ug/mL,2.42,14060200.0,80.0
80.0 ug/mL,2.44,14060200.0,80.0
80.0 ug/mL,2.46,14060200.0,80.0
80.0 ug/mL,2.48,14060200.0,80.0
80.0 ug/mL,2.5,14060200.0,80.0
80.0 ug/mL,2.52,14060200.0,80.0
80.0 ug/mL,2.54,14060200.0,80.0
80.0 ug/mL,2.56,14060200.0,80.0
80.0 ug/mL,2.58,14060200.0,80.0
80.0 ug/mL,2.6,14060200.0,80.0
80.0 ug/mL,2.62,14060200.0,80.0
80.0 ug/mL,2.64,14060200.0,80.0
80.0 ug/mL,2.66,14060200.0,80.0
80.0 ug/mL,2.68,14060200.0,80.0
80.0 ug/mL,2.7,14060200.0,80.0
80.0 ug/mL,2.72,14060200.0,80.0
80.0 ug/mL,2.74,14060200.0,80.0
80.0 ug/mL,2.7600000000000002,14060200.0,80.0
80.0 ug/mL,2.7800000000000002,14060200.0,80.0
80.0 ug/mL,2.8000000000000003,14060200.0,80.0
80.0 ug/mL,2.82,14060200.0,80.0
80.0 ug/mL,2.84,14060200.0,80.0
80.0 ug/mL,2.86,14060200.0,80.0
80.0 ug/mL,2.88,14060200.0,80.0
80.0 ug/mL,2.9,14060200.0,80.0
80.0 ug/mL,2.92,14060200.0,80.0
80.0 ug/mL,2.94,14060200.0,80.0
80.0 ug/mL,2.96,14060200.0,80.0
80.0 ug/mL,2.98,14060200.0,80.0
80.0 ug/mL,3.0,14060200.0,80.0
80.0 ug/mL,3.02,14060200.0,80.0
80.0 ug/mL,3.04,14060200.0,80.0
80.0 ug/mL,3.06,14060200.0,80.0
